Registration Number,Specialization,Branch,Last Semester,Attendance (%),CGPA,Semester GPA (Target),Backlogs,Midterm Scores (out of 50),"Grades (S, A, B, C, D, E, F, N)",Study Hours/Day,Club Membership,Club Hours/Week,Leadership Role,Sleep Hours/Day,Stress Level,Predicted Semester GPA
23BCE10411,CSE Core,B.Tech,4,68,7.26,7.88,1,"23, 24, 19, 5, 34","['A', 'B', 'S', 'E', 'N', 'B', 'S', 'S', 'E', 'F', 'A', 'S', 'S', 'S', 'B', 'A', 'S', 'A']",5.4,No,0,No,7.1,4,6.27
23BCE10412,CSE Core,B.Tech,4,72,6.83,7.06,2,"35, 12, 7, 6, 40","['F', 'A', 'N', 'S', 'S', 'C', 'S', 'E', 'A', 'S', 'C', 'E', 'F', 'A', 'B', 'A', 'S', 'E']",4.7,No,0,No,6.9,5,5.09
23BCE10413,CSE Core,B.Tech,4,74,7.37,7.66,1,"34, 40, 43, 22, 11","['S', 'B', 'E', 'B', 'C', 'N', 'A', 'A', 'S', 'B', 'D', 'B', 'A', 'B', 'B', 'S', 'F', 'S']",4.4,No,0,No,6.5,5,6.71
23BCE10414,CSE Core,B.Tech,4,71,6.8,7.76,0,"17, 10, 36, 32, 12","['A', 'N', 'A', 'S', 'D', 'N', 'B', 'E', 'E', 'C', 'A', 'A', 'S', 'S', 'S', 'A', 'B', 'B']",5.2,No,0,No,8.6,3,6.97
23BCE10415,CSE Core,B.Tech,4,87,8.33,8.96,1,"16, 36, 24, 15, 31","['S', 'B', 'S', 'S', 'S', 'A', 'D', 'A', 'S', 'F', 'S', 'A', 'B', 'A', 'B', 'C', 'B', 'S']",5.6,Yes,7.9,Yes,7.6,3,7.41
23BCE10416,CSE Core,B.Tech,4,65,6.89,7.79,2,"31, 9, 46, 8, 37","['F', 'B', 'F', 'S', 'B', 'B', 'N', 'B', 'B', 'A', 'S', 'S', 'S', 'A', 'S', 'A', 'A', 'N']",3.7,No,0,No,7.3,4,5.45
23BCE10417,CSE Core,B.Tech,4,73,7.65,8.49,0,"39, 6, 16, 8, 19","['S', 'E', 'A', 'A', 'D', 'A', 'A', 'B', 'S', 'N', 'B', 'C', 'S', 'S', 'C', 'C', 'C', 'S']",5.8,Yes,3.7,Yes,8.4,3,7.16
23BCE10418,CSE Core,B.Tech,4,79,7.37,7.99,3,"26, 15, 14, 31, 26","['S', 'B', 'A', 'C', 'B', 'E', 'S', 'A', 'S', 'S', 'E', 'F', 'E', 'S', 'F', 'A', 'F', 'S']",4.6,Yes,3.4,No,6.6,4,5.06
23BCE10419,CSE Core,B.Tech,4,72,6.3,7.52,2,"36, 16, 29, 7, 42","['C', 'A', 'S', 'N', 'N', 'S', 'A', 'B', 'F', 'D', 'A', 'B', 'A', 'F', 'B', 'S', 'A', 'A']",3.3,No,0,No,8.9,5,5.04
23BCE10420,CSE Core,B.Tech,4,84,8.07,8.27,1,"49, 11, 18, 15, 17","['S', 'D', 'S', 'A', 'A', 'S', 'B', 'C', 'A', 'B', 'C', 'B', 'A', 'B', 'F', 'B', 'E', 'B']",5.5,Yes,5.2,Yes,8.3,4,6.93
23BCE10421,CSE Core,B.Tech,4,95,8.37,8.78,0,"38, 27, 18, 46, 46","['B', 'B', 'S', 'A', 'B', 'B', 'S', 'C', 'B', 'B', 'A', 'C', 'S', 'C', 'A', 'B', 'B', 'S']",3.7,Yes,3.8,Yes,6.5,3,8.69
23BCE10422,CSE Core,B.Tech,4,73,7.98,8.67,1,"33, 49, 39, 35, 22","['S', 'S', 'S', 'S', 'B', 'B', 'A', 'N', 'S', 'B', 'A', 'F', 'A', 'B', 'S', 'S', 'B', 'N']",4.1,No,0,No,8.4,3,7.61
23BCE10423,CSE Core,B.Tech,4,66,6.7,6.75,3,"28, 37, 42, 9, 47","['E', 'S', 'C', 'A', 'F', 'A', 'B', 'F', 'E', 'B', 'S', 'S', 'S', 'S', 'A', 'N', 'F', 'A']",3.4,No,0,No,8.1,3,5.23
23BCE10424,CSE Core,B.Tech,4,78,8.78,9.17,0,"44, 33, 19, 45, 10","['A', 'A', 'S', 'B', 'S', 'A', 'C', 'S', 'B', 'A', 'A', 'A', 'D', 'A', 'B', 'A', 'A', 'S']",3.5,Yes,6.5,No,7.8,4,8.06
23BCE10425,CSE Core,B.Tech,4,68,8.26,8.62,1,"25, 49, 46, 20, 44","['S', 'S', 'S', 'S', 'D', 'C', 'S', 'A', 'N', 'B', 'A', 'S', 'A', 'A', 'S', 'C', 'D', 'F']",3.8,Yes,6.5,Yes,7.4,5,7.35
23BCE10426,CSE Core,B.Tech,4,85,8.67,9.21,0,"14, 32, 38, 17, 20","['S', 'C', 'S', 'A', 'S', 'S', 'S', 'B', 'B', 'E', 'B', 'S', 'B', 'A', 'C', 'S', 'B', 'S']",4.7,No,0,No,8.9,2,8.16
23BCE10427,CSE Core,B.Tech,4,70,7.15,7.48,1,"27, 15, 26, 19, 3","['A', 'S', 'A', 'N', 'S', 'F', 'S', 'E', 'D', 'S', 'E', 'A', 'S', 'S', 'S', 'N', 'B', 'B']",5.9,No,0,No,8.6,3,6.25
23BCE10428,CSE Core,B.Tech,4,73,8.06,8.96,0,"39, 29, 22, 20, 11","['A', 'B', 'S', 'S', 'C', 'A', 'C', 'A', 'A', 'N', 'A', 'A', 'C', 'A', 'S', 'B', 'A', 'C']",3.6,Yes,2.6,No,8,4,7.28
23BCE10429,CSE Core,B.Tech,4,66,7.72,8.22,0,"12, 27, 3, 38, 20","['A', 'N', 'C', 'S', 'A', 'B', 'E', 'A', 'S', 'A', 'B', 'A', 'E', 'A', 'B', 'A', 'A', 'B']",4.6,No,0,No,8,4,6.92
23BCE10430,CSE Core,B.Tech,4,71,5.91,7.32,2,"49, 17, 35, 24, 26","['F', 'A', 'E', 'E', 'D', 'N', 'E', 'E', 'B', 'B', 'S', 'S', 'F', 'A', 'S', 'A', 'B', 'A']",3,Yes,7.9,No,7.4,3,5.43
23BCE10431,CSE Core,B.Tech,4,73,8.3,8.5,0,"3, 13, 45, 28, 28","['A', 'S', 'B', 'S', 'B', 'A', 'A', 'A', 'S', 'B', 'D', 'N', 'B', 'S', 'B', 'A', 'A', 'S']",4.9,Yes,4.7,Yes,8.3,3,7.7
23BCE10432,CSE Core,B.Tech,4,81,7.91,8.26,1,"8, 35, 16, 26, 40","['B', 'C', 'B', 'B', 'B', 'B', 'C', 'A', 'S', 'S', 'S', 'F', 'B', 'A', 'B', 'B', 'C', 'C']",4.6,Yes,5.9,Yes,6.7,3,7.03
23BCE10433,CSE Core,B.Tech,4,70,8.17,9.01,0,"43, 19, 16, 21, 10","['B', 'A', 'B', 'B', 'A', 'S', 'S', 'E', 'S', 'B', 'A', 'S', 'N', 'E', 'B', 'A', 'A', 'D']",5.8,Yes,3.6,Yes,6.5,5,7.3
23BCE10434,CSE Core,B.Tech,4,73,7.33,8.01,1,"25, 46, 4, 5, 15","['B', 'B', 'B', 'A', 'C', 'B', 'S', 'E', 'F', 'A', 'A', 'S', 'N', 'C', 'A', 'A', 'S', 'S']",5,Yes,6.7,Yes,6.5,5,5.99
23BCE10435,CSE Core,B.Tech,4,82,8.41,9.25,0,"7, 20, 3, 39, 23","['B', 'A', 'A', 'S', 'A', 'D', 'A', 'A', 'S', 'A', 'E', 'B', 'B', 'B', 'C', 'A', 'B', 'A']",4.7,Yes,3,Yes,8.5,3,7.49
23BCE10436,CSE Core,B.Tech,4,66,8,8.86,1,"46, 21, 40, 36, 4","['A', 'S', 'B', 'S', 'A', 'A', 'D', 'E', 'S', 'E', 'S', 'S', 'A', 'A', 'N', 'C', 'E', 'F']",3.9,No,0,No,7.9,5,6.7
23BCE10437,CSE Core,B.Tech,4,68,6.15,6.22,2,"22, 33, 15, 16, 40","['D', 'E', 'A', 'A', 'N', 'A', 'A', 'A', 'A', 'F', 'B', 'F', 'N', 'C', 'A', 'S', 'D', 'D']",5.5,Yes,7,Yes,7.6,4,5.44
23BCE10438,CSE Core,B.Tech,4,80,7.98,8.94,1,"14, 15, 26, 42, 33","['A', 'B', 'S', 'B', 'A', 'D', 'D', 'D', 'A', 'S', 'S', 'C', 'S', 'A', 'E', 'F', 'B', 'C']",3.8,Yes,7.8,Yes,6.9,4,6.83
23BCE10439,CSE Core,B.Tech,4,68,7.63,8.24,0,"16, 32, 29, 38, 8","['S', 'A', 'B', 'B', 'E', 'S', 'B', 'C', 'B', 'N', 'A', 'A', 'B', 'A', 'A', 'C', 'C', 'D']",5.3,Yes,6.2,No,7.5,5,7.18
23BCE10440,CSE Core,B.Tech,4,66,6.94,7.46,1,"8, 17, 26, 15, 9","['S', 'N', 'B', 'A', 'N', 'N', 'A', 'C', 'S', 'C', 'S', 'A', 'A', 'S', 'S', 'S', 'S', 'F']",6,Yes,2.8,Yes,7,4,5.76
23BCE10441,CSE Core,B.Tech,4,67,7.31,7.43,1,"47, 23, 40, 40, 16","['S', 'B', 'F', 'S', 'B', 'C', 'N', 'S', 'C', 'S', 'B', 'C', 'A', 'S', 'A', 'D', 'B', 'S']",3,Yes,6.3,Yes,9,3,6.84
23BCE10442,CSE Core,B.Tech,4,76,7.94,8.19,2,"5, 45, 47, 37, 14","['A', 'A', 'C', 'S', 'S', 'A', 'B', 'A', 'E', 'A', 'A', 'E', 'F', 'A', 'S', 'A', 'F', 'B']",5.1,Yes,4.1,Yes,8,4,6.54
23BCE10443,CSE Core,B.Tech,4,74,7.7,8.57,0,"23, 22, 29, 7, 47","['A', 'D', 'A', 'S', 'D', 'B', 'S', 'B', 'A', 'N', 'B', 'B', 'S', 'S', 'E', 'S', 'B', 'C']",4.9,Yes,4.6,No,8.4,5,7.31
23BCE10444,CSE Core,B.Tech,4,95,7.63,8.32,2,"13, 44, 46, 8, 7","['C', 'A', 'S', 'B', 'C', 'B', 'S', 'A', 'F', 'A', 'S', 'S', 'F', 'B', 'D', 'B', 'B', 'D']",3.9,No,0,No,6.9,3,6.22
23BCE10445,CSE Core,B.Tech,4,78,7.37,7.93,2,"24, 3, 22, 26, 22","['S', 'S', 'F', 'S', 'D', 'F', 'A', 'A', 'S', 'D', 'B', 'A', 'B', 'S', 'C', 'C', 'S', 'A']",3.4,No,0,No,8.8,5,5.12
23BCE10446,CSE Core,B.Tech,4,91,8.74,9.24,0,"49, 50, 31, 44, 26","['S', 'S', 'S', 'E', 'C', 'S', 'B', 'A', 'S', 'B', 'A', 'A', 'S', 'B', 'B', 'A', 'A', 'A']",3.5,No,0,No,8.2,2,9.2
23BCE10447,CSE Core,B.Tech,4,70,7.96,8.87,1,"10, 36, 24, 41, 35","['A', 'B', 'A', 'E', 'A', 'B', 'S', 'A', 'A', 'S', 'S', 'F', 'S', 'N', 'A', 'B', 'S', 'N']",5.5,Yes,7.2,Yes,8.1,3,7.32
23BCE10448,CSE Core,B.Tech,4,72,7.5,7.61,0,"32, 8, 15, 46, 21","['A', 'S', 'B', 'A', 'S', 'N', 'C', 'C', 'C', 'E', 'B', 'A', 'C', 'S', 'C', 'B', 'S', 'B']",3.2,Yes,6.4,No,8.3,3,7.11
23BCE10449,CSE Core,B.Tech,4,85,7.78,8.02,1,"28, 19, 39, 29, 26","['S', 'S', 'B', 'S', 'F', 'A', 'C', 'A', 'S', 'E', 'B', 'B', 'A', 'A', 'E', 'A', 'E', 'S']",6,No,0,No,7.9,5,7.17
23BCE10450,CSE Core,B.Tech,4,66,8.24,9.23,0,"49, 16, 5, 7, 16","['S', 'C', 'S', 'N', 'A', 'B', 'B', 'S', 'A', 'S', 'C', 'S', 'B', 'A', 'A', 'A', 'A', 'N']",3,No,0,No,8.6,4,6.7
23BCE10451,CSE Core,B.Tech,4,76,8.61,8.87,0,"10, 45, 27, 17, 47","['B', 'B', 'B', 'A', 'S', 'S', 'B', 'D', 'A', 'S', 'A', 'B', 'S', 'A', 'D', 'S', 'S', 'B']",5.1,No,0,No,7.4,4,8.18
23BCE10452,CSE Core,B.Tech,4,84,8.11,8.72,1,"39, 47, 5, 47, 13","['A', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'C', 'S', 'F', 'B', 'C', 'S', 'A', 'A', 'A', 'B']",3.3,Yes,4.1,Yes,7.6,4,7.14
23BCE10453,CSE Core,B.Tech,4,67,7.11,7.83,1,"11, 6, 17, 29, 33","['B', 'B', 'B', 'B', 'A', 'B', 'F', 'C', 'A', 'C', 'B', 'A', 'B', 'D', 'N', 'A', 'B', 'S']",3.8,No,0,No,7.3,4,5.78
23BCE10454,CSE Core,B.Tech,4,87,8.81,9.16,0,"18, 34, 36, 8, 46","['B', 'A', 'S', 'A', 'S', 'B', 'B', 'B', 'A', 'B', 'S', 'S', 'A', 'S', 'C', 'A', 'C', 'A']",3.6,Yes,5.3,Yes,8.2,3,8.25
23BCE10455,CSE Core,B.Tech,4,72,6.94,7.34,1,"7, 26, 21, 32, 14","['A', 'S', 'N', 'S', 'F', 'D', 'C', 'S', 'B', 'C', 'A', 'S', 'N', 'A', 'B', 'C', 'A', 'C']",5.2,No,0,No,7.3,5,5.92
23BCE10456,CSE Core,B.Tech,4,70,7.07,8.01,2,"7, 30, 41, 36, 14","['C', 'S', 'N', 'B', 'B', 'B', 'S', 'F', 'C', 'B', 'C', 'S', 'A', 'S', 'S', 'A', 'F', 'E']",4.2,No,0,No,7.4,4,5.65
23BCE10457,CSE Core,B.Tech,4,94,7.48,7.71,2,"25, 7, 42, 39, 18","['A', 'A', 'S', 'F', 'S', 'S', 'B', 'C', 'B', 'A', 'E', 'F', 'B', 'A', 'A', 'C', 'S', 'S']",5.1,Yes,6.7,Yes,6.9,5,6.22
23BCE10458,CSE Core,B.Tech,4,92,8.78,9.03,0,"11, 35, 39, 35, 3","['A', 'S', 'S', 'B', 'B', 'E', 'B', 'S', 'A', 'S', 'A', 'S', 'B', 'A', 'S', 'A', 'D', 'S']",5.2,No,0,No,8.6,4,8.19
23BCE10459,CSE Core,B.Tech,4,66,6.89,7.51,1,"49, 39, 11, 20, 40","['B', 'D', 'C', 'N', 'C', 'S', 'B', 'D', 'A', 'C', 'C', 'A', 'A', 'A', 'B', 'N', 'F', 'S']",4.2,No,0,No,7,5,6.48
23BCE10460,CSE Core,B.Tech,4,80,8.09,9.03,1,"23, 46, 16, 41, 41","['S', 'B', 'B', 'E', 'S', 'E', 'B', 'S', 'A', 'A', 'S', 'A', 'F', 'S', 'A', 'C', 'C', 'A']",3.5,No,0,No,8.7,4,7.34
23BCE10461,CSE Core,B.Tech,4,91,8.5,9.18,0,"8, 5, 50, 50, 20","['E', 'B', 'D', 'A', 'A', 'A', 'B', 'S', 'A', 'S', 'S', 'A', 'B', 'C', 'S', 'S', 'S', 'S']",4.9,Yes,5.2,No,8.7,3,8.3
23BCE10462,CSE Core,B.Tech,4,65,6.8,7.45,0,"39, 22, 31, 38, 18","['C', 'E', 'B', 'A', 'S', 'N', 'D', 'B', 'A', 'B', 'C', 'N', 'E', 'B', 'S', 'S', 'S', 'S']",5.9,No,0,No,7.5,4,7.43
23BCE10463,CSE Core,B.Tech,4,74,7.17,7.49,1,"6, 47, 16, 19, 37","['N', 'N', 'S', 'B', 'B', 'S', 'S', 'A', 'A', 'B', 'A', 'B', 'A', 'F', 'C', 'B', 'B', 'N']",4,No,0,No,8.5,3,6.52
23BCE10464,CSE Core,B.Tech,4,66,8.33,8.86,1,"37, 47, 34, 12, 31","['A', 'A', 'S', 'S', 'D', 'S', 'S', 'S', 'D', 'S', 'S', 'E', 'A', 'N', 'A', 'F', 'A', 'C']",5,No,0,No,8.6,3,7.55
23BCE10465,CSE Core,B.Tech,4,73,6.24,7.79,1,"14, 11, 28, 23, 3","['S', 'N', 'B', 'A', 'S', 'N', 'A', 'N', 'F', 'C', 'A', 'A', 'S', 'C', 'A', 'S', 'A', 'S']",3.1,No,0,No,7.2,5,4.96
23BCE10466,CSE Core,B.Tech,4,72,6.98,7.96,0,"38, 21, 8, 49, 20","['N', 'A', 'A', 'E', 'A', 'B', 'C', 'A', 'C', 'S', 'C', 'N', 'E', 'S', 'B', 'A', 'A', 'E']",4.6,No,0,No,8.7,5,7.06
23BCE10467,CSE Core,B.Tech,4,65,7.24,8.18,0,"39, 10, 13, 7, 23","['A', 'S', 'A', 'A', 'E', 'B', 'E', 'N', 'S', 'C', 'S', 'S', 'E', 'A', 'N', 'C', 'B', 'S']",3.8,Yes,5.1,Yes,7.7,4,6.45
23BCE10468,CSE Core,B.Tech,4,73,7.37,8.01,0,"42, 45, 23, 22, 44","['S', 'A', 'A', 'N', 'B', 'C', 'D', 'D', 'B', 'A', 'E', 'S', 'C', 'C', 'S', 'B', 'A', 'E']",4.3,Yes,6.2,Yes,9,5,7.75
23BCE10469,CSE Core,B.Tech,4,69,6.54,7.19,2,"11, 4, 6, 28, 14","['D', 'S', 'A', 'S', 'F', 'C', 'S', 'N', 'B', 'C', 'N', 'A', 'F', 'S', 'S', 'S', 'B', 'S']",3,No,0,No,8.3,3,4.38
23BCE10470,CSE Core,B.Tech,4,73,8,8.21,1,"21, 21, 21, 31, 41","['B', 'S', 'D', 'A', 'A', 'B', 'A', 'E', 'A', 'A', 'S', 'A', 'N', 'B', 'C', 'B', 'A', 'F']",4.8,Yes,3.5,No,7.1,3,7.12
23BCE10471,CSE Core,B.Tech,4,73,7.48,7.82,1,"47, 36, 10, 8, 34","['A', 'B', 'B', 'S', 'A', 'F', 'D', 'A', 'N', 'S', 'B', 'A', 'S', 'S', 'S', 'C', 'S', 'S']",4.5,Yes,4.4,No,7.1,3,6.86
23BCE10472,CSE Core,B.Tech,4,75,7.19,7.73,1,"30, 13, 30, 34, 43","['B', 'C', 'B', 'A', 'C', 'B', 'F', 'C', 'B', 'E', 'C', 'S', 'B', 'S', 'S', 'D', 'C', 'A']",4,No,0,No,7.2,5,6.58
23BCE10473,CSE Core,B.Tech,4,68,7.87,8.18,1,"10, 22, 26, 29, 49","['F', 'S', 'B', 'C', 'B', 'S', 'A', 'S', 'A', 'S', 'A', 'D', 'A', 'C', 'B', 'B', 'N', 'E']",5,No,0,No,7.8,3,7.03
23BCE10474,CSE Core,B.Tech,4,67,6.44,7.43,2,"13, 49, 25, 24, 7","['N', 'B', 'S', 'A', 'F', 'S', 'A', 'S', 'N', 'A', 'D', 'F', 'S', 'A', 'B', 'C', 'A', 'E']",3.8,No,0,No,8.9,3,5.27
23BCE10475,CSE Core,B.Tech,4,68,7.89,8.12,0,"50, 36, 33, 49, 39","['S', 'E', 'S', 'A', 'A', 'N', 'S', 'A', 'A', 'B', 'S', 'S', 'S', 'N', 'S', 'S', 'N', 'A']",4.8,No,0,No,8.9,5,8.41
23BCE10476,CSE Core,B.Tech,4,85,8.5,9.18,1,"49, 28, 25, 45, 40","['A', 'A', 'S', 'S', 'A', 'D', 'D', 'S', 'S', 'A', 'A', 'S', 'C', 'F', 'B', 'S', 'S', 'S']",5.8,Yes,4.9,Yes,7.7,5,8.09
23BCE10477,CSE Core,B.Tech,4,67,7.56,8.13,0,"40, 34, 7, 27, 35","['E', 'B', 'B', 'B', 'S', 'S', 'C', 'N', 'A', 'S', 'B', 'B', 'D', 'A', 'S', 'S', 'N', 'A']",4.4,No,0,No,8.4,3,7.59
23BCE10478,CSE Core,B.Tech,4,66,6.61,6.93,1,"9, 18, 31, 17, 22","['A', 'B', 'A', 'A', 'F', 'S', 'N', 'E', 'B', 'B', 'A', 'D', 'B', 'C', 'N', 'B', 'S', 'A']",4.3,No,0,No,6.6,3,5.82
23BCE10479,CSE Core,B.Tech,4,85,8.22,8.54,1,"24, 12, 10, 34, 30","['S', 'A', 'B', 'A', 'B', 'A', 'A', 'S', 'S', 'F', 'B', 'C', 'A', 'A', 'A', 'B', 'A', 'A']",4.8,No,0,No,7.2,2,7.14
23BCE10480,CSE Core,B.Tech,4,65,7.69,8.32,3,"11, 33, 25, 21, 34","['C', 'A', 'N', 'A', 'A', 'A', 'B', 'A', 'A', 'S', 'A', 'S', 'B', 'A', 'F', 'F', 'B', 'F']",5.8,No,0,No,7.6,5,5.14
23BCE10481,CSE Core,B.Tech,4,65,6.54,7.47,1,"12, 22, 37, 33, 13","['A', 'S', 'B', 'C', 'D', 'B', 'A', 'E', 'N', 'B', 'F', 'S', 'S', 'B', 'N', 'C', 'N', 'C']",5.1,No,0,No,7.4,3,6.2
23BCE10482,CSE Core,B.Tech,4,70,7.17,8.1,0,"45, 42, 12, 11, 44","['A', 'C', 'S', 'S', 'N', 'S', 'N', 'S', 'N', 'S', 'A', 'A', 'S', 'A', 'B', 'A', 'D', 'B']",4.5,No,0,No,7.2,3,7.66
23BCE10483,CSE Core,B.Tech,4,68,7.11,8.08,2,"12, 39, 39, 9, 22","['B', 'S', 'S', 'D', 'F', 'A', 'S', 'A', 'C', 'E', 'S', 'N', 'A', 'A', 'C', 'B', 'F', 'C']",5.2,No,0,No,6.9,4,5.71
23BCE10484,CSE Core,B.Tech,4,86,8.41,9.26,1,"22, 10, 19, 40, 27","['A', 'S', 'A', 'A', 'B', 'A', 'S', 'B', 'A', 'A', 'D', 'C', 'A', 'A', 'F', 'S', 'A', 'B']",4.1,No,0,No,7.8,4,6.98
23BCE10485,CSE Core,B.Tech,4,74,8.8,9.73,0,"15, 47, 15, 50, 4","['S', 'A', 'A', 'B', 'A', 'A', 'A', 'S', 'S', 'E', 'A', 'S', 'S', 'A', 'A', 'N', 'S', 'A']",3.6,No,0,No,8.3,5,7.56
23BCE10486,CSE Core,B.Tech,4,92,7.06,7.93,2,"39, 44, 44, 13, 22","['E', 'A', 'B', 'A', 'B', 'S', 'S', 'F', 'A', 'F', 'A', 'B', 'C', 'E', 'S', 'E', 'A', 'B']",4.3,No,0,No,6.5,4,6.51
23BCE10487,CSE Core,B.Tech,4,79,7.11,7.37,1,"11, 47, 47, 31, 36","['B', 'C', 'B', 'A', 'C', 'B', 'D', 'D', 'B', 'E', 'F', 'S', 'C', 'S', 'A', 'D', 'B', 'S']",4,No,0,No,8.8,3,7.25
23BCE10488,CSE Core,B.Tech,4,72,7.89,8.18,1,"7, 33, 28, 39, 46","['B', 'S', 'A', 'B', 'E', 'S', 'A', 'B', 'B', 'A', 'S', 'B', 'A', 'E', 'F', 'N', 'B', 'A']",4.4,Yes,4.2,Yes,8,3,7.25
23BCE10489,CSE Core,B.Tech,4,81,8.54,9.05,1,"22, 10, 8, 20, 10","['S', 'A', 'B', 'A', 'B', 'S', 'B', 'B', 'A', 'A', 'A', 'B', 'S', 'F', 'S', 'B', 'S', 'A']",4.2,Yes,6,Yes,7.4,4,6.28
23BCE10490,CSE Core,B.Tech,4,77,8.09,8.49,1,"27, 4, 30, 44, 27","['B', 'S', 'C', 'A', 'C', 'D', 'A', 'E', 'A', 'S', 'S', 'B', 'A', 'S', 'B', 'A', 'F', 'A']",3.8,No,0,No,7.2,3,6.99
23BCE10491,CSE Core,B.Tech,4,80,7.69,8.24,1,"22, 8, 39, 18, 37","['A', 'C', 'F', 'A', 'C', 'B', 'A', 'B', 'A', 'A', 'A', 'A', 'D', 'C', 'A', 'A', 'B', 'S']",5.2,Yes,2.3,No,6.9,4,6.87
23BCE10492,CSE Core,B.Tech,4,71,7.02,7.38,0,"38, 3, 16, 16, 26","['S', 'S', 'D', 'B', 'B', 'C', 'N', 'N', 'S', 'S', 'E', 'A', 'B', 'B', 'D', 'S', 'C', 'D']",5,Yes,7.9,Yes,7.1,5,6.59
23BCE10493,CSE Core,B.Tech,4,67,7.98,8.35,0,"21, 40, 46, 20, 11","['S', 'C', 'B', 'B', 'N', 'B', 'B', 'A', 'S', 'A', 'B', 'B', 'S', 'A', 'S', 'A', 'B', 'B']",3.9,No,0,No,7.2,2,7.7
23BCE10494,CSE Core,B.Tech,4,68,7.69,7.93,0,"15, 47, 21, 12, 40","['A', 'A', 'N', 'B', 'B', 'S', 'B', 'B', 'S', 'S', 'C', 'A', 'B', 'C', 'N', 'A', 'B', 'N']",5.6,No,0,No,7.1,5,7.42
23BCE10495,CSE Core,B.Tech,4,93,7.46,7.68,2,"5, 50, 43, 19, 25","['S', 'S', 'S', 'B', 'B', 'F', 'S', 'C', 'S', 'B', 'F', 'E', 'C', 'B', 'A', 'C', 'A', 'A']",5.8,No,0,No,7.3,5,6.46
23BCE10496,CSE Core,B.Tech,4,67,6.74,7.08,1,"29, 11, 7, 21, 31","['B', 'B', 'S', 'F', 'N', 'C', 'A', 'B', 'S', 'C', 'D', 'A', 'B', 'S', 'N', 'S', 'E', 'S']",4.2,No,0,No,6.6,3,5.9
23BCE10497,CSE Core,B.Tech,4,72,8.72,9.68,1,"17, 44, 38, 14, 16","['B', 'S', 'A', 'A', 'A', 'S', 'A', 'B', 'S', 'S', 'S', 'B', 'S', 'N', 'S', 'A', 'N', 'F']",4.8,Yes,7.9,No,7.7,3,7.31
23BCE10498,CSE Core,B.Tech,4,77,8.76,8.97,0,"17, 33, 7, 46, 5","['C', 'S', 'B', 'A', 'B', 'B', 'A', 'S', 'A', 'B', 'S', 'S', 'B', 'C', 'S', 'A', 'S', 'S']",5.1,Yes,8,Yes,6.5,3,7.85
23BCE10499,CSE Core,B.Tech,4,72,7.46,7.74,1,"49, 32, 49, 14, 17","['B', 'N', 'B', 'S', 'S', 'S', 'B', 'B', 'F', 'S', 'C', 'A', 'S', 'D', 'B', 'A', 'S', 'D']",3.6,Yes,5.2,No,6.8,3,7.04
23BCE10500,CSE Core,B.Tech,4,68,7.54,7.66,1,"40, 30, 25, 49, 17","['A', 'N', 'C', 'S', 'A', 'C', 'B', 'A', 'A', 'C', 'A', 'S', 'A', 'S', 'F', 'E', 'C', 'A']",3.9,No,0,No,8.4,5,6.75
23BCE10501,CSE Core,B.Tech,4,90,7.04,7.38,2,"13, 32, 14, 21, 34","['B', 'B', 'S', 'E', 'F', 'S', 'D', 'A', 'F', 'A', 'A', 'B', 'A', 'A', 'B', 'S', 'C', 'B']",4.9,Yes,7.6,Yes,8.5,3,6.02
23BCE10502,CSE Core,B.Tech,4,68,7.74,8.67,2,"3, 18, 13, 33, 35","['S', 'A', 'C', 'F', 'B', 'B', 'A', 'S', 'B', 'A', 'B', 'B', 'S', 'D', 'B', 'S', 'F', 'N']",3.6,Yes,5.4,Yes,6.5,5,5.22
23BCE10503,CSE Core,B.Tech,4,65,8.44,9.03,1,"38, 32, 40, 6, 27","['B', 'S', 'A', 'C', 'S', 'S', 'S', 'A', 'S', 'B', 'B', 'A', 'B', 'N', 'B', 'A', 'F', 'A']",5.3,Yes,7.8,Yes,8,5,7.04
23BCE10504,CSE Core,B.Tech,4,66,8.26,8.91,1,"36, 19, 35, 32, 15","['A', 'A', 'A', 'B', 'B', 'D', 'A', 'B', 'S', 'S', 'S', 'B', 'S', 'F', 'S', 'B', 'N', 'S']",5.2,No,0,No,8.1,5,6.88
23BCE10505,CSE Core,B.Tech,4,68,7.13,7.36,2,"14, 34, 25, 31, 36","['B', 'A', 'B', 'S', 'S', 'D', 'A', 'D', 'N', 'S', 'A', 'A', 'F', 'A', 'F', 'N', 'A', 'A']",4.3,No,0,No,7,5,5.66
23BCE10506,CSE Core,B.Tech,4,65,7.69,8.62,0,"21, 14, 6, 27, 28","['E', 'A', 'N', 'S', 'A', 'A', 'C', 'A', 'A', 'A', 'C', 'B', 'B', 'S', 'D', 'S', 'B', 'B']",4.6,Yes,4.4,No,7.8,5,6.65
23BCE10507,CSE Core,B.Tech,4,76,7.41,7.61,2,"20, 32, 36, 35, 33","['S', 'S', 'F', 'B', 'E', 'B', 'B', 'B', 'B', 'B', 'S', 'A', 'A', 'F', 'B', 'S', 'C', 'A']",4.8,Yes,2.4,Yes,7.8,3,6.53
