Registration Number,Predicted GPA By Model,Subjects,Required Grades,Required Term-End Marks
23BCE10568,7.332319435866337,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[77.0, 93.0, 95.67, 90.33, 77.67]"
23BCE10569,5.161767349487132,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'B']","[81.17, 65.83, 79.17, 63.83, 75.17]"
23BCE10570,6.0728156908577695,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'A', 'S']","[78.67, 97.33, 86.0, 78.67, 91.33]"
23BCE10571,6.900772928866499,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'S']","[67.17, 77.17, 76.5, 76.5, 99.83]"
23BCE10572,8.223818930578556,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[55.0, 75.0, 69.0, 80.33, 65.0]"
23BCE10573,5.266953716085573,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[82.5, 94.5, 62.5, 80.5, 79.17]"
23BCE10574,4.717549111809434,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'S']","[84.33, 95.0, 88.33, 81.67, 93.0]"
23BCE10575,7.826734187323398,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[54.17, 78.17, 96.83, 82.83, 66.17]"
23BCE10576,8.058430193423675,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[78.5, 61.83, 90.5, 76.5, 61.83]"
23BCE10577,7.584089792122892,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[76.5, 77.83, 67.83, 71.83, 75.83]"
23BCE10578,7.544731654004825,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'S']","[94.17, 82.17, 69.5, 77.5, 76.17]"
23BCE10579,7.556375991222522,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'S']","[55.5, 73.5, 84.83, 73.5, 98.17]"
23BCE10580,6.056897449159246,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[76.67, 54.67, 86.67, 96.67, 60.67]"
23BCE10581,6.320187178665904,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'A']","[66.17, 92.17, 79.5, 85.5, 96.17]"
23BCE10582,6.966872378397936,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[78.33, 97.67, 95.67, 85.67, 77.67]"
23BCE10583,6.876022005055748,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'B', 'S']","[83.5, 79.5, 82.83, 76.17, 95.5]"
23BCE10584,6.778295024850968,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[90.17, 74.17, 78.17, 88.83, 83.5]"
23BCE10585,7.6294097418684785,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[74.0, 56.0, 88.0, 62.0, 88.67]"
23BCE10586,7.750880189880026,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[86.83, 78.83, 93.5, 80.83, 96.83]"
23BCE10587,8.564393751047337,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[90.5, 72.5, 73.17, 80.5, 93.17]"
23BCE10588,6.638507539694279,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'S']","[99.67, 77.0, 85.0, 99.67, 90.33]"
23BCE10589,6.455708703337643,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[67.83, 91.17, 81.83, 79.83, 61.83]"
23BCE10590,7.743256535029568,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'A']","[70.5, 91.17, 96.5, 67.83, 55.83]"
23BCE10591,6.354257848164288,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'A']","[77.0, 88.33, 79.67, 89.67, 97.67]"
23BCE10592,7.430656862151126,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'B', 'A']","[95.5, 93.5, 66.83, 80.17, 60.83]"
23BCE10593,7.702600388978613,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[73.17, 61.17, 81.17, 75.83, 87.83]"
23BCE10594,4.682760403688393,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'B']","[78.0, 65.33, 86.67, 97.33, 88.67]"
23BCE10595,7.280503838960124,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'S']","[93.17, 85.83, 90.5, 64.5, 93.17]"
23BCE10596,4.043199064651109,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[74.5, 91.17, 55.17, 69.83, 86.5]"
23BCE10597,7.557193535278618,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'S']","[74.17, 85.5, 93.5, 71.5, 90.17]"
23BCE10598,6.842161456036957,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'S']","[69.0, 82.33, 69.0, 71.67, 85.67]"
23BCE10599,7.811124840054138,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[90.83, 77.5, 91.5, 74.17, 76.83]"
23BCE10600,7.762277889583665,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[71.83, 85.83, 91.83, 84.5, 81.83]"
23BCE10601,7.37092391300539,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[89.83, 81.17, 63.83, 59.83, 63.83]"
23BCE10602,5.681245657106815,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[85.5, 82.83, 83.5, 91.5, 57.5]"
23BCE10603,4.973384562571686,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[85.33, 74.0, 71.33, 99.33, 69.33]"
23BCE10604,7.362341584856741,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'A']","[82.17, 86.83, 76.17, 92.83, 54.83]"
23BCE10605,7.461689839284761,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'B']","[67.33, 69.33, 76.67, 74.0, 80.67]"
23BCE10606,6.092242043606233,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'B', 'A', 'S']","[76.5, 79.17, 91.17, 85.83, 96.5]"
23BCE10607,6.868277404729392,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[72.67, 99.33, 83.33, 91.33, 98.67]"
23BCE10608,7.637214321274224,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'B', 'S']","[73.83, 62.5, 87.17, 81.83, 71.17]"
23BCE10609,6.13821819943556,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[74.67, 61.33, 65.33, 63.33, 71.33]"
23BCE10610,7.677298064025613,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[94.5, 65.83, 98.5, 98.5, 55.83]"
23BCE10611,6.408877680953733,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'A']","[77.0, 83.67, 69.0, 97.0, 86.33]"
23BCE10612,7.606196781634208,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'S']","[69.5, 71.5, 94.83, 86.83, 87.5]"
23BCE10613,6.42754196640726,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[60.83, 66.83, 88.83, 92.17, 70.83]"
23BCE10614,7.529328710259072,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[62.17, 78.83, 90.17, 96.83, 68.83]"
23BCE10615,7.151982771338612,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[86.33, 93.0, 89.0, 91.0, 99.67]"
23BCE10616,7.652096006214393,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'S']","[94.67, 86.67, 64.67, 74.0, 73.33]"
23BCE10617,3.21101629634624,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'B', 'B']","[87.33, 78.67, 90.67, 92.67, 84.67]"
23BCE10618,7.622302977610255,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'B']","[95.67, 75.0, 79.67, 87.0, 74.33]"
23BCE10619,6.97976914141237,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[95.83, 76.5, 93.17, 74.5, 77.17]"
23BCE10620,6.870915197471633,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'A', 'A']","[85.0, 81.67, 84.33, 61.0, 57.0]"
23BCE10621,6.328757714513223,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'S']","[59.0, 88.33, 61.0, 73.0, 99.67]"
23BCE10622,6.97192167683422,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[95.67, 65.67, 55.67, 77.67, 77.67]"
23BCE10623,4.780146458785839,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'B', 'S']","[55.0, 84.33, 85.67, 88.33, 79.67]"
23BCE10624,6.572362684246261,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[53.67, 59.67, 84.33, 81.0, 61.67]"
23BCE10625,6.464182600418308,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[85.0, 89.0, 95.0, 55.0, 80.33]"
23BCE10626,6.766457619771962,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[59.67, 97.67, 81.0, 77.67, 55.67]"
23BCE10627,8.154282679210596,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'S']","[83.83, 83.17, 62.5, 97.17, 73.17]"
23BCE10628,8.852108854168259,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[95.33, 92.0, 74.0, 78.0, 75.33]"
23BCE10629,6.540002036424996,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[98.67, 74.67, 77.33, 74.0, 83.33]"
23BCE10630,3.862119631903608,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[72.17, 74.83, 88.17, 96.17, 56.17]"
23BCE10631,7.500670319938385,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'A']","[72.67, 86.0, 83.33, 54.67, 84.67]"
23BCE10632,8.117283965339963,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'S']","[73.17, 86.5, 78.5, 91.83, 75.17]"
23BCE10633,6.820606454571015,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[77.17, 68.5, 56.5, 79.17, 78.5]"
23BCE10634,6.087571070055963,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[65.67, 79.67, 57.67, 67.67, 92.33]"
23BCE10635,7.377405164104482,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'B']","[84.5, 85.83, 66.5, 54.5, 81.83]"
23BCE10636,6.429586909573315,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'S', 'A']","[80.5, 92.5, 91.83, 97.83, 75.17]"
23BCE10637,7.199751153443852,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[86.5, 97.17, 97.17, 56.5, 79.17]"
23BCE10638,6.672717419565826,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'A']","[57.0, 97.0, 76.33, 71.0, 73.0]"
23BCE10639,6.326800486693385,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[57.83, 91.83, 65.83, 81.83, 93.83]"
23BCE10640,7.572256178836416,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'S', 'S']","[66.83, 91.5, 88.17, 97.5, 97.5]"
23BCE10641,7.174140706340779,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'B', 'A']","[99.17, 75.83, 79.17, 87.83, 60.5]"
23BCE10642,6.3181105982103,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[83.17, 59.17, 89.17, 81.83, 73.17]"
23BCE10643,6.246174973223114,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[89.17, 75.17, 55.17, 97.17, 61.17]"
23BCE10644,7.635484861953218,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'S']","[84.33, 73.67, 83.67, 85.0, 76.33]"
23BCE10645,6.073703218443795,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[86.5, 92.5, 93.17, 61.83, 97.83]"
23BCE10646,5.774621340089901,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[76.17, 86.83, 91.5, 87.5, 97.5]"
23BCE10647,6.320688638848899,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'B', 'S']","[93.17, 95.83, 61.83, 75.17, 96.5]"
23BCE10648,6.622497357350935,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'B', 'A']","[82.33, 76.33, 90.33, 82.33, 99.0]"
23BCE10649,7.712665758946715,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[66.5, 62.5, 92.5, 89.17, 94.5]"
23BCE10650,5.979484830334238,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[83.83, 85.83, 83.83, 65.83, 97.83]"
23BCE10651,5.931376231854513,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[54.67, 92.67, 72.67, 93.33, 58.67]"
23BCE10652,6.906140884719613,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'B']","[76.67, 91.33, 77.33, 83.33, 88.0]"
23BCE10653,7.57901482089745,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[76.17, 90.83, 60.83, 68.83, 60.83]"
23BCE10654,7.656823478702665,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'A']","[83.33, 58.0, 76.0, 84.67, 90.0]"
23BCE10655,7.182822405603074,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'A']","[75.5, 95.5, 80.83, 97.5, 82.83]"
23BCE10656,8.109284790418425,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[88.83, 72.83, 68.83, 90.83, 74.17]"
23BCE10657,6.2565958456228925,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'A', 'S']","[83.5, 90.17, 83.5, 66.83, 99.5]"
23BCE10658,7.050137158216635,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'B']","[63.0, 69.0, 75.0, 95.67, 76.33]"
23BCE10659,5.48792415374765,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'B']","[78.5, 83.17, 95.17, 87.83, 79.83]"
23BCE10660,5.840857975181258,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[74.67, 56.67, 74.67, 88.67, 84.0]"
23BCE10661,5.609995632089461,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'A', 'B']","[95.5, 74.83, 90.83, 89.5, 92.83]"
23BCE10662,7.999438017809904,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'B']","[78.17, 78.83, 97.5, 60.83, 80.17]"
23BCE10663,6.935267217447013,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[97.0, 61.0, 87.0, 83.0, 87.67]"
23BCE10664,6.234501814447331,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'A']","[84.17, 71.5, 98.17, 76.83, 57.5]"
23BCE10665,6.1681675139501015,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'S']","[89.67, 91.67, 91.0, 77.67, 75.67]"
23BCE10666,6.536894131757735,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'B']","[93.5, 68.83, 58.83, 60.83, 90.17]"
23BCE10667,8.064404827773913,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'S']","[80.5, 61.17, 55.17, 71.83, 89.83]"
23BCE10668,6.737347311175472,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'B']","[71.17, 89.17, 78.5, 80.5, 73.83]"
23BCE10669,5.559374904485864,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[74.17, 54.17, 58.17, 79.5, 84.17]"
23BCE10670,7.541599857510859,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'A']","[91.83, 89.17, 78.5, 91.17, 79.17]"
23BCE10671,7.078780505549993,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[61.33, 85.33, 77.33, 71.33, 73.33]"
23BCE10672,6.6825200535609595,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[57.0, 83.0, 97.67, 83.0, 91.0]"
23BCE10673,7.285496408683871,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'B', 'S']","[84.83, 78.83, 78.83, 90.83, 86.17]"
23BCE10674,6.0148529984933115,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'S']","[72.83, 56.83, 74.17, 76.17, 89.5]"
23BCE10675,6.752609744665051,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'B', 'B']","[86.67, 78.0, 96.0, 82.67, 78.67]"
23BCE10676,5.7697031221156045,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[96.83, 74.83, 70.83, 86.83, 92.83]"
23BCE10677,7.202713681629848,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[98.17, 92.83, 77.5, 65.5, 75.5]"
23BCE10678,7.389398048914427,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'S']","[82.83, 73.5, 75.5, 77.5, 91.5]"
23BCE10679,5.34269016061721,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'B', 'A']","[88.17, 92.83, 89.5, 80.17, 86.83]"
23BCE10680,8.027458598552593,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'S']","[78.5, 69.83, 79.17, 87.17, 85.83]"
23BCE10681,8.036166218876486,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'S']","[81.33, 88.0, 74.67, 66.0, 86.67]"
23BCE10682,7.398290773109548,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[78.0, 95.33, 59.33, 95.33, 75.33]"
23BCE10683,7.589369043986783,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'A']","[87.67, 57.0, 93.67, 86.33, 87.0]"
23BCE10684,7.088854944334785,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'A']","[81.83, 76.5, 99.83, 84.5, 55.83]"
23BCE10685,8.580956323944331,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'S']","[89.33, 82.0, 89.33, 73.33, 91.33]"
23BCE10686,5.55328809321879,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'A']","[84.33, 89.67, 85.0, 91.0, 86.33]"
23BCE10687,5.508978634058455,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'B']","[72.83, 60.83, 81.5, 72.83, 86.17]"
23BCE10688,6.897246869733281,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[81.0, 91.67, 61.67, 63.67, 80.33]"
23BCE10689,8.220916589532814,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[78.5, 95.83, 88.5, 90.5, 63.83]"
23BCE10690,8.001485315162585,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[68.33, 95.0, 97.0, 71.0, 82.33]"
23BCE10691,6.589932401378841,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'S']","[89.17, 91.83, 87.83, 94.5, 86.5]"
23BCE10692,8.021017159424215,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'S']","[85.67, 59.0, 71.67, 71.67, 97.67]"
23BCE10693,7.341354723016178,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[77.33, 79.33, 65.33, 87.33, 85.33]"
23BCE10694,6.448757055192786,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'A', 'B']","[57.0, 75.0, 82.33, 63.0, 82.33]"
23BCE10695,7.100385544733517,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[55.5, 72.17, 57.5, 87.5, 86.83]"
23BCE10696,7.197544556734393,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[70.17, 57.5, 75.5, 65.5, 77.5]"
23BCE10697,6.192633765416192,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'A']","[81.17, 99.83, 75.17, 79.83, 89.17]"
23BCE10698,5.827351495566297,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'B']","[80.67, 87.33, 78.67, 91.33, 86.67]"
23BCE10699,6.138426908234154,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'S']","[98.17, 92.17, 86.17, 59.5, 86.17]"
23BCE10700,6.459141002849361,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'S', 'A']","[86.67, 90.0, 88.0, 86.0, 77.33]"
23BCE10701,5.807073806895492,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[89.0, 84.33, 83.0, 77.67, 73.0]"
23BCE10702,5.776117466982876,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'B', 'A', 'B']","[92.17, 86.83, 86.83, 85.5, 92.83]"
23BCE10703,7.721852696270085,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[57.33, 79.33, 92.0, 69.33, 86.0]"
23BCE10704,8.260629939711755,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[78.83, 81.5, 62.83, 85.5, 81.5]"
23BCE10705,7.372976942792063,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'A']","[57.0, 86.33, 95.0, 97.67, 67.0]"
23BCE10706,7.373317852042955,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'A']","[92.5, 89.83, 93.17, 93.83, 61.17]"
23BCE10707,7.489129585246225,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[92.67, 98.67, 58.67, 64.67, 66.67]"
23BCE10708,5.9943309501567885,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'S', 'A', 'S']","[88.83, 82.83, 90.17, 83.5, 86.17]"
23BCE10709,7.602263813748728,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'B']","[99.67, 65.0, 97.0, 89.67, 74.33]"
23BCE10710,6.222024560642043,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[73.83, 71.17, 75.17, 69.17, 83.17]"
23BCE10711,8.854972557895005,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[89.0, 78.33, 75.0, 77.0, 82.33]"
23BCE10712,7.32781974169384,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'B']","[69.17, 96.5, 68.5, 79.17, 89.83]"
23BCE10713,8.334662407316769,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[100.0, 98.0, 76.67, 55.33, 65.33]"
23BCE10714,4.888559856574966,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'A', 'B']","[79.17, 94.5, 74.5, 71.83, 83.17]"
23BCE10715,7.473482012190974,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[75.83, 78.5, 94.5, 87.17, 92.5]"
23BCE10716,8.528782277039959,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'A']","[90.17, 74.17, 80.83, 69.5, 73.5]"
23BCE10717,7.893121941998306,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[93.5, 61.5, 76.17, 84.17, 53.5]"
